Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,approved,Gender
773,41,556,896,353,368,465,504,294,932,622,578,363,334,57,818,633,185,350,193,452,142,241,696,300,304,527,65,753,5889,0,Group A
449,552,406,424,937,889,488,581,949,883,476,334,226,711,134,760,887,118,18,698,253,816,571,161,576,211,791,325,613,9712,0,Group A
806,515,750,839,827,99,390,829,280,314,588,548,398,488,615,93,185,795,237,383,622,433,573,712,120,694,603,945,606,6844,0,Group A
326,656,410,434,886,329,277,174,742,207,592,626,433,707,386,869,650,787,734,747,932,677,276,361,469,408,375,521,507,5453,1,Group A
753,322,675,467,374,744,24,685,338,526,534,127,43,709,346,832,934,503,116,787,154,598,603,726,432,451,687,49,129,6775,0,Group A
559,224,177,732,834,413,812,120,206,490,13,430,571,37,803,865,259,684,353,322,414,958,113,580,890,881,752,192,111,9978,0,Group B
534,76,73,410,859,548,237,403,184,500,72,956,414,74,493,738,272,863,433,359,386,61,364,353,846,903,200,730,708,5904,0,Group B
355,655,204,956,595,483,245,493,237,736,229,584,239,428,495,259,836,349,861,209,842,396,0,860,736,397,930,567,209,423,0,Group A
72,321,3,43,10,749,863,364,77,127,922,25,127,338,930,295,18,376,227,327,39,570,644,176,409,125,925,175,816,7608,1,Group B
732,71,54,330,628,512,876,972,158,151,127,550,891,608,684,310,180,424,131,226,200,647,506,524,480,228,291,466,359,4433,0,Group A
936,483,955,483,135,141,913,737,551,19,418,179,335,456,275,705,455,137,379,876,101,584,367,405,45,484,739,712,955,1224,0,Group B
368,305,421,82,377,720,96,935,70,74,37,195,663,516,552,357,581,370,756,841,102,101,10,854,770,328,197,863,755,5377,0,Group B
375,863,338,280,21,36,778,607,740,694,929,543,492,383,497,100,656,910,500,702,621,690,81,379,611,253,819,870,336,4844,0,Group A
146,637,466,862,915,945,175,546,434,800,777,289,118,815,34,327,60,87,114,512,811,916,89,400,399,573,622,724,624,6365,0,Group A
785,135,303,508,160,954,290,217,759,746,880,253,504,530,929,141,692,289,421,431,548,183,331,560,581,847,794,103,238,3141,0,Group B
553,654,759,659,133,231,199,751,813,18,867,826,426,336,140,231,342,147,286,884,720,931,847,113,670,475,81,413,857,4468,0,Group B
264,959,11,102,635,821,454,301,363,395,522,939,954,724,131,752,200,749,255,531,330,382,496,366,405,51,817,745,564,8132,0,Group A
22,952,671,342,317,353,53,429,148,882,556,78,235,399,652,758,572,843,822,800,155,771,231,735,926,357,359,621,614,3619,0,Group B
196,628,349,592,522,587,205,856,98,538,651,957,737,629,357,573,182,810,485,127,81,74,330,454,346,318,292,215,875,2959,0,Group A
165,210,694,797,902,862,687,232,616,168,67,571,928,208,410,598,734,135,113,723,290,111,16,627,767,770,365,350,859,8512,0,Group A
401,689,400,926,760,696,876,12,272,271,621,488,72,65,764,198,37,400,212,448,445,786,201,101,426,388,411,289,229,6263,0,Group B
391,696,402,526,8,739,840,188,687,77,241,400,910,602,907,765,270,845,251,162,251,405,515,251,36,823,52,951,138,5631,0,Group A
360,740,938,590,929,608,881,550,18,510,705,866,11,105,330,671,47,600,847,130,160,596,167,559,786,347,664,900,486,7061,1,Group B
951,364,964,946,833,101,938,615,619,8,919,652,718,457,319,432,485,291,928,782,554,753,443,83,967,825,266,12,687,307,0,Group A
163,562,593,808,579,824,382,576,585,608,493,769,774,207,714,946,693,126,271,30,455,175,156,317,463,801,392,552,812,8788,0,Group A
207,55,840,394,249,312,254,214,183,588,956,924,697,335,161,826,828,91,298,19,677,85,946,65,543,187,426,924,261,8887,0,Group A
554,115,60,671,910,447,294,930,638,760,521,99,405,492,601,811,61,789,152,704,702,291,333,923,784,98,391,146,748,6513,0,Group B
367,662,567,771,131,185,546,784,867,44,728,914,538,228,435,624,547,409,153,720,484,878,65,904,472,246,233,247,402,3287,1,Group B
260,187,737,944,509,797,700,588,877,654,46,270,409,624,748,102,384,165,831,472,723,502,384,51,545,21,487,636,121,5016,1,Group A
914,180,19,360,479,46,192,967,185,532,169,170,469,853,308,798,131,921,820,207,911,135,836,178,127,530,949,635,30,3018,0,Group A
597,166,31,16,572,188,645,422,381,359,802,539,915,417,873,328,288,205,130,135,895,190,788,367,582,33,914,76,367,2634,0,Group B
599,178,432,729,501,501,154,229,424,777,88,344,521,954,549,725,287,116,654,907,361,556,507,224,863,550,2,699,200,3112,0,Group B
181,636,653,527,528,520,835,46,252,241,815,856,13,186,351,398,146,234,850,785,218,201,844,343,419,947,41,668,836,494,1,Group B
314,609,849,72,75,768,673,868,312,734,551,277,18,445,783,202,439,276,121,604,731,41,675,254,311,445,812,93,404,1693,0,Group B
639,760,842,754,643,223,581,538,7,259,913,370,316,718,422,180,703,9,526,110,371,294,390,86,114,103,824,87,95,9706,0,Group A
334,786,662,206,780,383,48,791,658,669,467,894,54,597,642,228,54,382,482,673,271,614,440,179,21,256,287,855,850,3052,0,Group B
684,503,774,703,826,668,780,500,469,417,475,680,546,589,596,554,749,710,499,394,303,95,40,544,737,53,871,53,762,8998,0,Group A
519,44,934,546,847,509,66,650,608,156,687,834,545,369,107,2,710,98,767,638,896,934,932,681,565,721,180,119,917,1068,0,Group B
381,804,790,48,9,183,210,170,466,683,48,824,28,574,185,347,889,220,403,324,241,775,151,449,633,869,286,680,384,5349,0,Group A
766,285,172,570,778,356,64,202,128,658,43,348,788,661,669,399,760,576,453,66,202,199,355,170,82,942,890,673,919,406,0,Group A
370,697,733,60,732,266,182,363,644,645,471,327,35,481,643,939,827,398,733,813,316,514,723,633,701,69,935,555,227,9286,0,Group B
785,261,572,452,732,441,418,697,443,178,348,312,161,619,380,927,11,623,222,230,464,329,955,949,871,433,409,725,720,7717,0,Group A
321,306,550,930,163,417,76,596,22,310,842,911,15,159,210,292,631,691,719,627,526,864,888,819,537,348,734,370,953,2842,1,Group B
60,13,366,258,561,565,130,483,561,803,353,76,721,752,212,608,243,270,650,25,809,296,690,381,108,376,480,167,161,3533,0,Group B
844,412,431,19,584,904,677,328,564,289,54,853,488,330,489,373,615,526,317,513,50,400,834,49,842,742,945,896,639,9766,0,Group A
647,571,224,479,440,707,443,740,790,353,211,218,920,57,831,88,176,433,961,713,594,446,614,495,340,308,48,295,55,460,0,Group B
682,615,920,395,19,367,459,540,18,810,685,850,892,214,828,464,256,25,384,377,95,211,136,581,261,790,179,835,493,8461,0,Group B
506,361,580,287,502,750,851,261,556,466,136,690,497,44,122,807,262,661,170,467,665,404,211,506,455,280,660,908,660,6462,1,Group B
815,186,296,581,130,313,788,505,285,85,389,68,99,298,572,744,24,610,716,652,93,266,627,66,910,390,648,24,220,7220,0,Group A
901,710,437,302,243,481,722,392,862,773,712,823,173,435,371,255,785,29,729,737,818,104,854,938,192,949,70,34,950,4608,0,Group B
243,872,769,626,613,458,182,818,731,818,377,608,732,498,279,485,171,970,959,520,454,637,35,458,887,54,910,934,465,2941,0,Group A
241,849,874,941,601,858,362,445,376,316,338,381,676,812,696,934,671,761,445,792,304,494,71,478,494,765,838,670,644,7607,0,Group A
86,35,719,911,691,394,856,425,255,262,823,296,607,614,663,487,380,440,236,380,55,689,579,167,162,154,481,72,107,1728,0,Group B
787,215,836,502,392,652,101,629,274,859,163,638,515,546,268,14,377,813,683,163,247,19,392,36,257,7,297,787,320,8395,1,Group B
885,328,741,681,137,736,868,764,125,386,563,261,913,704,241,861,57,697,266,120,923,154,210,671,669,289,618,954,852,650,0,Group B
540,507,46,511,180,62,753,946,508,215,0,843,809,884,631,149,362,346,891,736,814,448,177,50,932,548,43,136,34,1494,0,Group B
592,586,531,320,777,268,808,724,839,516,332,235,518,852,42,354,357,421,574,439,836,488,100,569,597,587,540,11,1,9642,0,Group B
558,688,595,731,357,933,666,5,852,184,857,598,797,893,349,868,795,243,493,302,196,80,881,350,377,738,670,768,697,8637,0,Group B
828,365,705,438,626,886,68,900,136,871,41,451,1,458,724,517,802,716,241,284,782,566,623,700,39,808,663,533,591,8183,0,Group A
409,479,298,569,356,485,519,153,852,276,959,522,787,270,884,581,948,833,542,715,541,791,261,924,931,907,738,239,915,9255,0,Group B
255,247,365,257,538,56,513,513,19,303,394,890,314,873,668,462,115,529,285,169,762,567,181,943,84,920,589,433,273,8645,1,Group A
680,92,899,892,707,259,606,258,493,309,275,256,368,950,524,568,716,886,835,789,347,410,228,410,277,342,555,387,632,127,0,Group A
790,606,9,655,633,835,20,103,253,365,11,545,89,717,387,163,834,666,316,869,426,515,931,593,337,453,268,814,347,5569,0,Group B
911,354,356,327,504,235,490,640,196,626,855,397,280,130,184,153,160,934,277,786,453,18,971,867,287,223,496,884,316,8088,0,Group A
101,768,92,14,38,486,332,238,937,632,267,34,655,696,854,785,725,66,205,413,187,907,196,870,365,565,435,923,932,5044,0,Group A
432,106,152,45,483,227,67,442,400,9,908,526,176,182,223,158,86,662,405,202,722,305,413,955,174,722,744,226,569,1071,0,Group A
210,859,117,399,95,88,654,50,606,22,486,586,166,219,529,558,676,157,666,804,582,613,519,720,549,75,560,653,249,7912,1,Group A
656,545,772,194,497,71,467,823,441,161,114,865,278,187,586,244,848,644,52,880,189,428,692,562,917,813,831,236,515,5479,1,Group A
484,417,775,18,358,226,533,682,425,401,396,102,345,743,245,490,915,264,273,41,863,371,474,221,485,456,530,46,842,6540,0,Group A
602,201,807,363,250,262,166,541,231,808,606,424,608,161,476,899,28,300,477,815,197,113,858,677,178,952,141,701,46,3202,0,Group A
650,802,498,893,516,900,518,608,71,519,893,506,962,769,526,631,496,120,887,419,721,307,459,274,154,517,636,696,258,6098,0,Group B
868,669,392,21,805,274,565,64,42,560,872,782,178,737,209,817,444,231,710,462,587,301,403,596,862,832,710,443,781,3669,0,Group B
341,559,602,129,94,743,947,955,320,547,190,11,791,131,265,193,344,329,244,827,780,865,771,703,534,902,497,32,634,8157,0,Group A
722,220,912,263,288,64,754,465,654,234,798,821,153,558,959,583,138,458,43,480,500,115,255,928,674,925,570,553,768,1025,0,Group A
963,67,56,475,177,436,32,838,440,305,946,820,550,200,40,324,516,472,523,735,739,388,514,411,334,391,395,265,707,5527,0,Group A
466,900,959,303,468,359,191,109,225,169,438,936,434,650,527,234,104,784,96,600,839,738,965,166,100,355,591,69,927,447,0,Group B
514,674,348,634,888,55,853,365,49,552,897,803,771,551,419,685,778,339,795,369,466,716,561,441,772,909,317,267,155,7535,0,Group B
760,887,252,834,829,333,873,746,892,150,344,594,114,764,490,783,533,812,2,443,638,465,86,452,950,556,259,591,451,7511,0,Group A
96,777,21,684,285,216,150,700,339,292,180,795,865,731,573,586,635,740,892,901,951,912,949,203,371,578,262,263,444,639,0,Group A
134,846,246,432,451,842,424,525,621,631,662,883,893,229,604,413,368,60,494,117,471,674,265,112,641,579,654,802,281,3757,0,Group B
695,870,55,601,809,423,567,936,773,167,200,727,662,83,315,530,169,158,510,635,444,650,64,329,694,668,342,319,264,352,0,Group B
659,146,714,214,894,386,152,354,848,722,81,743,609,465,425,113,933,6,146,361,658,938,945,148,177,198,887,805,807,2533,0,Group B
575,497,686,361,139,509,136,44,844,487,724,885,906,322,12,663,577,650,584,499,276,418,929,507,933,953,158,219,353,6207,0,Group B
603,151,381,84,425,943,706,39,844,295,462,787,23,486,751,925,708,178,790,655,944,398,626,374,904,791,606,309,148,1374,1,Group A
8,449,647,316,924,614,419,723,899,840,607,573,217,599,169,661,943,909,530,749,779,119,298,419,66,964,634,536,806,1899,0,Group A
517,719,107,355,0,132,350,820,256,591,24,359,701,507,286,9,727,956,33,274,613,184,273,106,304,339,165,446,93,7892,0,Group B
412,690,484,453,884,191,85,853,853,332,86,631,68,11,848,533,50,127,214,214,372,902,437,836,207,428,776,146,328,2928,0,Group A
700,917,581,447,785,708,481,256,548,535,878,83,67,653,471,418,123,65,176,173,217,170,498,362,870,189,778,271,909,5714,0,Group A
858,133,50,298,932,319,709,234,232,485,629,730,632,275,824,579,715,729,434,758,552,481,563,642,278,741,238,720,335,7002,0,Group A
745,21,284,247,921,411,633,117,450,358,340,862,666,929,703,421,613,19,911,806,816,781,235,227,940,629,245,942,5,1076,0,Group B
299,748,12,329,648,692,522,348,881,885,32,444,644,697,911,595,858,160,414,967,29,574,372,444,583,462,154,44,435,737,0,Group A
373,425,460,474,227,16,521,696,703,180,420,773,456,952,896,812,226,374,863,712,398,399,207,868,146,97,226,561,529,6468,0,Group B
362,404,739,354,925,250,701,35,279,193,623,165,514,451,30,360,292,418,595,405,508,784,661,124,235,815,454,488,342,7377,1,Group B
878,700,855,914,454,593,919,74,100,849,675,337,805,389,151,68,244,884,945,175,318,874,155,899,223,400,451,852,297,9558,0,Group B
916,208,651,442,463,595,63,722,73,494,117,794,135,341,843,814,45,132,290,468,334,278,702,259,895,9,901,266,923,4323,0,Group A
141,363,210,164,193,464,903,934,857,619,335,917,884,96,128,693,621,923,879,809,647,955,957,234,899,493,677,713,159,9659,0,Group B
238,613,530,377,302,494,524,656,591,870,818,410,883,896,79,950,427,212,430,921,509,921,419,256,839,901,783,401,901,8205,0,Group B
278,668,444,755,347,260,483,73,260,272,38,242,219,579,456,525,896,733,195,864,256,322,567,117,935,200,512,134,617,850,0,Group A
509,289,62,111,345,789,829,263,807,279,207,615,841,568,23,395,552,504,431,540,799,684,220,107,561,880,543,792,622,389,0,Group A
191,885,150,539,793,8,239,224,244,589,51,142,361,233,555,105,756,518,631,363,769,860,803,290,614,281,129,467,688,4379,0,Group A
742,58,413,802,506,839,456,190,31,615,244,13,829,812,787,86,669,672,458,855,549,200,832,398,310,403,760,139,401,4545,0,Group A
332,677,417,616,885,616,675,291,815,737,165,870,122,695,205,230,690,962,639,124,188,218,85,562,254,610,139,71,576,2726,1,Group A
472,89,489,13,540,275,493,574,251,465,530,151,156,197,390,873,453,909,688,18,475,711,98,322,653,503,47,339,409,6643,0,Group B
635,518,536,878,362,880,952,850,101,508,648,499,640,45,755,549,549,34,697,501,846,630,184,859,153,245,889,362,285,473,0,Group A
724,345,490,300,48,712,444,693,490,904,87,764,285,88,892,370,328,585,219,724,787,257,357,53,195,25,953,548,823,853,0,Group A
835,492,961,912,65,134,361,649,3,935,487,368,603,550,403,589,578,540,141,433,671,162,371,721,943,927,422,672,962,9920,0,Group A
295,630,570,215,692,320,523,57,714,600,759,501,558,61,87,720,473,337,908,549,931,660,21,155,544,217,301,166,884,5561,1,Group A
410,876,650,832,599,742,311,312,453,336,620,51,377,688,638,638,921,814,939,1,716,611,657,228,116,113,236,721,80,8143,0,Group B
467,165,657,98,661,592,215,673,5,480,470,705,321,548,361,548,8,534,469,49,796,852,242,181,180,571,353,51,839,2342,0,Group A
791,249,928,696,531,117,217,13,562,360,571,283,955,3,96,851,3,76,663,95,118,155,301,893,807,44,474,840,662,4283,0,Group A
421,270,374,810,795,859,428,950,112,611,321,874,117,296,467,351,855,542,700,853,324,319,595,723,297,930,449,692,204,5371,1,Group A
288,338,497,238,482,733,639,47,217,944,235,744,873,20,680,845,333,829,385,238,492,263,538,201,818,897,452,611,615,775,0,Group A
653,232,722,722,330,165,303,211,219,157,544,144,357,6,732,506,134,393,774,862,853,872,458,786,758,93,350,369,318,2391,0,Group B
917,856,649,273,39,888,822,891,850,832,916,27,483,609,539,569,140,11,653,917,851,406,908,658,301,166,119,866,695,5458,0,Group A
105,34,799,687,957,379,641,631,229,319,448,909,746,196,49,164,206,721,941,945,710,590,391,448,131,967,905,825,99,9008,0,Group B
611,779,903,847,153,786,592,250,521,931,838,959,120,460,195,754,736,414,140,314,854,443,360,834,803,658,109,858,749,6851,0,Group B
769,529,135,950,848,444,494,6,42,445,603,342,722,180,858,205,481,560,301,273,76,629,688,296,884,32,57,441,474,7343,0,Group A
418,701,727,5,841,116,330,658,732,253,415,621,2,388,277,900,458,741,303,732,59,785,525,669,367,172,698,857,433,5208,0,Group A
945,706,222,916,428,912,403,296,223,923,558,921,960,132,688,558,747,736,916,918,597,754,517,272,387,119,785,619,643,4988,0,Group A
877,484,122,437,524,288,758,855,891,412,113,672,348,364,246,479,422,575,75,671,284,622,469,882,52,67,627,200,90,3729,0,Group A
912,252,892,517,78,573,904,553,580,435,18,315,139,100,893,301,96,261,657,524,615,817,73,657,296,761,54,290,67,7301,0,Group B
955,96,220,231,574,617,214,282,97,256,1,836,371,925,635,882,34,634,422,515,506,295,314,406,822,202,827,477,582,4512,1,Group B
294,231,803,625,391,651,289,524,461,696,449,825,634,443,90,103,606,867,758,97,632,444,652,200,38,179,801,689,686,5508,0,Group B
121,12,814,104,369,286,111,134,670,903,156,641,293,235,61,903,219,881,586,739,695,432,226,422,864,458,911,940,864,6535,0,Group B
491,27,951,761,762,491,562,929,715,745,14,952,80,237,766,919,159,485,591,450,6,269,831,250,166,68,384,329,964,8064,0,Group A
82,415,568,427,441,369,202,533,275,174,488,79,641,265,303,712,109,552,350,242,686,281,322,749,420,473,169,753,702,8981,0,Group A
950,144,745,922,683,727,500,382,596,900,157,775,342,226,327,929,835,630,575,931,474,220,198,767,538,288,896,556,861,2865,0,Group A
20,309,791,707,188,689,698,196,115,121,293,435,911,26,216,264,576,724,449,469,678,779,122,772,965,529,854,912,386,7315,0,Group A
245,198,344,630,408,777,710,148,245,449,948,728,27,19,973,768,6,528,361,620,126,150,650,541,359,134,435,412,684,7671,0,Group A
380,826,109,94,210,705,92,374,599,759,298,519,390,172,162,134,781,727,182,558,293,474,120,199,58,38,535,29,279,1926,0,Group A
408,102,40,933,764,42,141,454,347,389,523,112,797,56,321,660,379,772,883,252,871,401,358,350,812,320,439,182,379,1909,0,Group B
200,661,797,462,14,944,759,372,277,248,232,32,240,398,453,49,837,696,144,650,909,407,119,108,659,733,770,627,51,7340,0,Group B
215,110,246,133,295,279,139,488,257,235,460,475,296,927,537,500,657,144,211,692,571,2,950,630,963,715,27,380,157,1924,0,Group A
626,117,186,0,263,337,537,149,154,312,703,470,90,879,271,321,264,928,614,212,480,850,104,394,492,886,650,2,898,7747,0,Group A
91,39,907,49,627,355,229,911,137,159,608,264,286,390,168,951,849,636,118,289,94,560,529,614,761,546,185,914,621,2023,0,Group A
774,368,688,649,449,898,440,537,249,754,800,692,453,468,616,71,228,285,479,893,874,811,753,299,265,895,408,444,47,9110,0,Group B
926,42,691,929,646,338,384,926,503,258,736,583,857,633,260,240,586,531,742,48,167,863,882,622,695,521,79,235,33,8472,0,Group B
713,836,247,63,668,752,386,675,776,846,92,456,618,586,352,662,723,153,6,94,331,930,248,741,441,508,584,6,931,2399,0,Group A
958,172,493,1,655,864,489,545,163,715,102,406,101,673,641,8,945,538,436,562,343,242,605,447,769,803,37,623,852,3053,0,Group B
952,909,36,202,235,703,647,102,571,664,528,700,593,539,400,17,161,113,450,619,908,313,160,502,369,469,88,952,748,8672,0,Group B
482,391,630,910,811,182,168,40,894,570,925,323,148,156,99,396,640,425,346,245,694,844,234,417,70,158,330,649,308,5218,0,Group A
761,259,929,870,185,279,816,732,439,181,386,29,476,929,193,381,729,177,912,466,413,602,133,365,498,626,269,751,76,7264,0,Group A
935,200,76,844,145,702,248,315,682,60,848,95,164,262,565,796,578,498,437,664,469,736,899,162,338,297,529,129,298,6533,0,Group A
131,307,514,265,792,306,806,484,847,450,781,319,49,581,342,67,396,625,395,434,300,831,299,771,618,674,102,221,680,5839,0,Group B
75,197,77,386,557,915,747,580,866,88,187,169,274,681,325,320,583,23,824,104,190,450,164,804,937,802,307,495,362,1424,0,Group B
117,167,847,783,273,823,509,268,883,714,826,300,796,41,852,297,809,426,341,690,724,696,568,493,564,165,594,906,86,3064,1,Group B
688,692,712,17,325,911,887,461,526,173,709,896,55,468,786,65,175,683,679,229,427,470,566,371,826,27,836,338,592,1756,1,Group A
290,641,587,435,310,82,340,867,915,419,401,497,51,938,760,429,276,299,199,590,313,489,760,465,563,547,828,455,696,918,0,Group A
186,831,4,859,218,30,167,690,518,50,763,168,298,759,705,880,897,377,126,58,176,804,41,196,718,309,911,579,571,5998,0,Group A
842,264,355,510,256,559,335,878,601,698,149,830,206,419,759,686,807,852,619,165,169,552,491,95,109,656,489,575,902,9001,0,Group A
208,928,120,674,918,867,316,933,88,34,894,712,260,125,56,129,293,462,784,923,175,10,359,470,119,73,510,391,425,4194,0,Group B
261,464,82,108,276,135,303,789,160,879,545,655,826,177,947,607,94,474,269,889,25,98,670,727,944,752,620,185,268,3889,0,Group A
19,567,666,165,583,811,430,146,723,220,682,343,350,5,732,63,302,215,468,45,541,417,45,159,48,923,209,360,371,9202,0,Group B
765,940,227,776,332,354,568,253,774,942,586,941,448,639,76,551,545,384,334,276,9,92,312,496,159,510,765,933,350,5412,0,Group A
209,783,717,955,298,739,771,662,209,370,816,374,877,216,673,306,664,774,447,555,757,895,145,285,169,71,955,121,878,2550,1,Group A
821,823,654,966,168,230,690,669,140,67,177,689,269,461,830,559,95,448,209,719,557,178,464,556,437,957,813,138,521,9525,0,Group B
441,953,852,178,960,748,131,42,778,240,539,131,517,179,127,513,246,967,336,410,180,546,911,355,217,838,305,643,472,565,0,Group A
92,489,410,830,305,950,441,953,550,131,404,178,113,281,203,470,853,874,107,659,30,252,646,607,479,536,587,158,594,6868,1,Group B
874,87,481,186,860,641,234,367,549,782,278,1,41,920,405,390,220,463,4,305,663,880,791,310,507,363,86,856,306,1025,1,Group B
155,642,458,481,294,558,769,475,768,784,148,897,631,645,25,948,316,586,3,774,135,46,54,337,137,638,461,594,145,6562,0,Group A
462,400,396,711,308,619,604,272,464,539,464,52,711,308,126,773,345,203,119,307,463,325,118,415,811,879,616,915,777,257,0,Group B
591,80,822,828,123,765,224,160,197,286,351,149,855,157,70,831,598,731,250,936,10,13,448,193,923,558,373,349,0,184,1,Group A
403,469,149,495,306,174,93,649,698,613,827,962,147,744,779,537,636,150,696,452,611,377,455,718,578,18,71,324,439,3485,0,Group B
940,144,250,288,71,202,262,871,281,472,844,539,652,117,588,639,745,62,134,459,341,856,487,636,672,340,777,111,805,2594,0,Group B
645,50,285,746,16,457,378,340,642,898,10,121,177,934,540,526,831,318,279,388,958,962,489,368,524,465,695,126,711,4868,1,Group B
422,629,156,781,854,349,459,438,243,162,443,844,630,672,98,45,435,77,624,576,320,805,845,939,949,378,187,665,934,9770,0,Group A
518,260,118,886,475,372,682,971,835,392,939,694,258,620,72,157,599,4,701,634,442,322,926,837,418,86,3,523,844,1628,0,Group A
556,141,339,190,25,717,878,53,718,533,347,28,174,836,273,642,711,965,93,223,956,792,308,958,623,878,944,492,31,1773,0,Group A
174,14,864,375,904,489,638,292,174,551,866,877,440,166,401,77,281,93,775,820,230,55,306,640,47,820,275,638,187,2264,0,Group B
259,471,586,887,936,316,54,828,343,891,430,101,477,429,186,913,811,941,481,554,788,207,611,784,916,797,234,934,929,6059,0,Group A
863,800,927,41,766,631,482,226,266,586,336,392,505,885,721,223,25,78,759,730,890,839,5,679,451,780,417,684,724,7233,0,Group A
510,307,145,670,519,621,618,355,308,322,664,468,291,356,655,711,924,582,671,658,65,320,594,588,903,794,865,662,452,2133,0,Group A
752,132,698,948,277,467,733,567,305,758,462,627,267,791,315,633,294,33,70,588,928,694,96,458,305,634,231,845,522,6526,1,Group B
157,667,834,647,86,60,18,795,627,96,594,812,459,646,105,797,561,579,154,929,761,326,759,688,610,416,398,172,714,1418,1,Group A
705,455,436,207,452,923,211,286,508,479,199,554,248,329,861,585,894,755,169,78,583,191,524,74,493,170,446,841,730,1197,0,Group B
801,267,723,769,88,390,756,125,362,491,950,387,856,279,423,722,904,935,358,407,675,234,706,959,845,506,150,68,240,4244,0,Group A
463,549,193,218,343,377,703,898,141,31,783,963,830,53,633,35,74,30,915,4,262,176,774,336,843,269,859,769,854,8160,1,Group A
195,943,931,251,181,39,569,952,415,839,496,369,833,819,667,587,125,663,202,52,321,33,486,58,73,422,929,598,860,6917,0,Group A
369,569,524,550,452,790,629,378,799,329,776,93,212,623,26,248,406,71,192,69,741,275,317,782,436,220,845,321,673,5532,0,Group A
619,781,940,73,92,73,106,142,95,379,769,425,181,739,758,109,370,510,247,440,960,133,292,732,738,327,328,817,928,7455,0,Group A
827,769,130,226,658,910,746,118,165,136,137,87,768,622,167,650,916,523,840,225,542,428,590,519,393,178,733,435,543,2245,0,Group B
171,202,611,28,370,472,642,527,735,512,747,792,778,236,709,59,861,893,220,23,515,466,406,131,173,389,153,718,66,6886,0,Group A
643,585,101,253,253,326,776,288,26,504,405,746,636,371,855,497,271,124,238,298,881,460,893,458,317,431,117,475,327,3714,0,Group A
249,709,112,229,382,546,268,602,769,71,889,379,63,58,757,249,354,125,594,641,961,138,849,119,508,748,420,763,924,1222,0,Group B
182,63,133,719,667,402,859,244,391,23,410,813,381,368,370,577,754,190,330,255,362,479,33,809,264,454,704,293,8,2437,0,Group B
625,152,294,20,816,201,62,92,693,211,790,152,4,333,130,844,301,123,898,479,1,421,618,391,461,353,939,502,61,979,0,Group B
480,514,682,159,810,17,121,657,863,291,512,944,175,54,817,176,566,834,21,918,602,746,827,653,796,663,423,333,524,4487,0,Group A
248,593,244,223,671,942,811,343,544,884,126,791,216,935,332,349,117,380,190,304,752,855,728,289,279,764,934,86,672,1439,0,Group B
228,308,240,89,498,463,176,549,916,861,93,436,579,140,734,288,783,134,655,935,808,766,178,565,302,497,637,10,333,3824,0,Group B
194,712,749,712,763,836,542,945,673,105,535,225,510,102,287,804,231,506,641,890,735,303,451,266,852,557,361,551,32,8664,0,Group A
552,130,562,699,710,364,773,409,491,929,726,916,816,617,869,296,876,655,228,574,36,849,374,875,249,633,32,78,626,6517,0,Group A
718,873,735,921,27,427,774,114,161,728,82,768,574,813,944,125,339,676,280,96,326,942,480,714,658,500,522,252,948,9299,1,Group A
44,914,341,509,718,532,57,781,832,699,202,354,137,603,20,53,814,664,415,180,278,356,66,705,425,635,31,947,82,7373,1,Group A
528,879,58,958,492,98,924,242,96,123,835,898,362,659,609,572,909,784,681,219,580,66,586,656,189,332,113,392,154,9623,0,Group B
234,749,390,521,624,775,897,947,296,429,437,953,283,328,832,756,23,85,16,544,507,102,761,182,71,183,50,686,719,1955,0,Group B
214,841,185,307,385,66,675,455,683,583,859,721,249,347,878,606,181,345,738,630,294,490,906,150,197,916,248,764,565,9319,1,Group A
622,367,743,762,534,913,190,10,422,689,91,403,479,60,18,634,59,800,224,528,574,259,737,554,336,133,144,646,628,5944,0,Group B
865,577,43,764,107,784,44,554,334,355,915,196,304,531,331,44,338,535,712,582,461,801,107,942,876,177,26,641,499,7420,0,Group A
900,156,729,637,147,232,406,402,267,872,415,779,765,162,900,689,648,836,460,964,392,553,712,490,683,349,504,1,629,7514,1,Group B
895,814,5,109,906,320,301,104,474,414,269,542,471,647,296,339,461,871,662,817,962,879,311,437,0,929,736,248,340,365,0,Group A
741,782,663,242,949,716,667,745,920,877,565,645,807,831,906,594,108,711,409,355,495,148,722,709,410,62,45,950,329,7920,1,Group A
869,348,163,537,456,822,950,742,921,223,737,648,600,415,968,805,201,373,246,404,352,386,405,842,152,518,713,386,203,6730,0,Group A
799,410,554,6,938,476,371,614,264,42,954,107,918,482,776,359,665,561,218,762,856,185,147,843,278,20,699,741,50,8172,0,Group A
15,290,824,548,638,827,151,333,666,766,55,500,895,897,826,191,82,32,364,509,479,756,439,9,802,312,338,214,113,6002,0,Group A
587,602,412,421,675,791,805,910,631,652,36,267,302,587,479,695,75,255,814,686,306,925,427,513,102,559,177,771,180,6641,0,Group A
817,561,768,688,765,699,640,902,416,47,723,439,810,316,528,860,410,186,188,156,505,267,166,209,141,255,208,48,540,4680,1,Group B
206,458,168,689,446,541,761,424,315,134,730,618,936,575,6,180,779,446,284,839,109,945,214,801,424,361,923,678,809,3996,0,Group A
